,codigo_establecimiento,codigo_ss,nombre_ss,nombre_establecimiento,nombre_comuna
1367,117437.0,17.0,Servicio de Salud Ñuble,Posta de Salud Rural San Vicente (El Carmen),El Carmen
1368,200052.0,18.0,Servicio de Salud Concepción,Centro Comunitario de Salud Familiar Chaimávida,Concepción
1369,118319.0,18.0,Servicio de Salud Concepción,Centro de Salud Familiar San Pedro de La Costa,San Pedro de la Paz
1370,117454.0,17.0,Servicio de Salud Ñuble,Posta de Salud Rural El Calvario,San Ignacio
1371,200818.0,8.0,SEREMI Del Biobío,Servicios Médicos CIDIAL Ltda.,Concepción
1372,118202.0,8.0,SEREMI Del Biobío,Clínica de la Mujer Sanatorio Alemán,Concepción
1373,117409.0,17.0,Servicio de Salud Ñuble,Posta de Salud Rural Recinto,Pinto
1374,200524.0,2.0,SEREMI De Antofagasta,Centro Odontológico Uno Salud Dental Antofagasta,Antofagasta
1375,200839.0,17.0,Servicio de Salud Ñuble,SUR Quiriquina,San Ignacio
1376,200651.0,8.0,SEREMI Del Biobío,Vacunatorio San Pedro SpA,San Pedro de la Paz
1377,118708.0,18.0,Servicio de Salud Concepción,Centro Comunitario de Salud Familiar Boca Sur,San Pedro de la Paz
1378,117319.0,17.0,Servicio de Salud Ñuble,Centro de Salud Familiar Quiriquina,San Ignacio
1379,117436.0,17.0,Servicio de Salud Ñuble,Posta de Salud Rural Pedregal de Zapallar,El Carmen
1380,118517.0,8.0,SEREMI Del Biobío,Instituto Teletón Concepción,San Pedro de la Paz
1381,118303.0,18.0,Servicio de Salud Concepción,Centro de Salud Familiar Pedro de Valdivia,Concepción
1382,118302.0,18.0,Servicio de Salud Concepción,Centro de Salud Familiar Boca Sur,San Pedro de la Paz
1383,200920.0,18.0,Servicio de Salud Concepción,SAR Boca Sur,San Pedro de la Paz
1384,118297.0,8.0,SEREMI Del Biobío,Vacunatorio Endodent,San Pedro de la Paz
1385,118308.0,18.0,Servicio de Salud Concepción,Centro de Salud Familiar San Pedro de La Paz Candelaria,San Pedro de la Paz
1386,118808.0,18.0,Servicio de Salud Concepción,SAPU Dental San Pedro de La Paz,San Pedro de la Paz
1387,200581.0,18.0,Servicio de Salud Concepción,SAR San Pedro,San Pedro de la Paz
1388,117706.0,17.0,Servicio de Salud Ñuble,Centro Comunitario de Salud Familiar El Casino,Quillón
1389,200803.0,8.0,SEREMI Del Biobío,Servicios Médicos Medinefro Ltda.,Concepción
1390,118515.0,8.0,SEREMI Del Biobío,Laboratorio Clínico Diagnomed,Concepción
1391,200484.0,8.0,SEREMI Del Biobío,Centro Médico Medisan,Concepción
1392,200483.0,8.0,SEREMI Del Biobío,Centro de Vacunación y Servcio de Enfermería SpA,Concepción
1393,118295.0,8.0,SEREMI Del Biobío,Vacunatorio El Salvador,Concepción
1394,118609.0,18.0,Servicio de Salud Concepción,Centro de Salud Familiar Villa Nonguén (Organizaciones sin fines de lucro y ONG),Concepción
1395,200339.0,18.0,Servicio de Salud Concepción,Centro de Referencia de Salud Municipal,Concepción
1396,118504.0,8.0,SEREMI Del Biobío,Laboratorio Clínico Lincoyán,Concepción
1397,118030.0,18.0,Servicio de Salud Concepción,Unidad de Salud Funcionario S.S Concepción,Concepción
1398,118011.0,18.0,Servicio de Salud Concepción,PRAIS (S.S Concepción),Concepción
1399,118503.0,8.0,SEREMI Del Biobío,Laboratorio Clínico Seres Ltda.,Concepción
1400,118522.0,8.0,SEREMI Del Biobío,Laboratorio Clínico Dr. Fructuoso Biel y Cia Ltda.,Concepción
1401,118250.0,8.0,SEREMI Del Biobío,Laboratorio Clínico Bionet S.A. - Concepción,Concepción
1402,200644.0,2.0,SEREMI De Antofagasta,Centro Odontológico Uno Salud Dental Antofagasta 2,Antofagasta
1403,200628.0,8.0,SEREMI Del Biobío,Vacunatorio Concepción,Concepción
1404,118010.0,18.0,Servicio de Salud Concepción,Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Concepción),Concepción
1405,200026.0,8.0,SEREMI Del Biobío,Laboratorio Clínico MACROLAB,Concepción
1406,117326.0,17.0,Servicio de Salud Ñuble,Centro de Salud Familiar Santa Clara,Bulnes
1407,118310.0,18.0,Servicio de Salud Concepción,Centro de Salud Familiar Juan Soto Fernández,Concepción
1408,118304.0,18.0,Servicio de Salud Concepción,Centro de Salud Familiar O'Higgins,Concepción
1409,201078.0,18.0,Servicio de Salud Concepción,SAPU CESFAM O'HIGGINS,Concepción
1410,200840.0,17.0,Servicio de Salud Ñuble,SUR Santa Clara,Bulnes
1411,118810.0,18.0,Servicio de Salud Concepción,SAPU Juan Soto Fernández,Concepción
1412,200565.0,8.0,SEREMI Del Biobío,Vacunatorio Seres,Concepción
1413,118299.0,8.0,SEREMI Del Biobío,Vacunatorio Israel,Concepción
1414,200000.0,8.0,SEREMI Del Biobío,Centro Médico Kenal,Concepción
1415,118501.0,8.0,SEREMI Del Biobío,Laboratorio Clínico Hasiles,Concepción
1416,118525.0,8.0,SEREMI Del Biobío,Laboratorio de Especialidades Medicas EMSA S.A,Concepción
1417,118507.0,8.0,SEREMI Del Biobío,Laboratorio Clínico Tecnimed Ltda.,Concepción
1418,200571.0,8.0,SEREMI Del Biobío,Vacunatorio Biovax SpA,Concepción
1419,118293.0,8.0,SEREMI Del Biobío,Centro Médico Inmunomédica,Concepción
1420,118512.0,8.0,SEREMI Del Biobío,Laboratorio Clínico C.D.S,Concepción
1421,200368.0,13.0,SEREMI Metropolitana de Santiago,Vacunatorio Bio Salud,Providencia
1422,200369.0,18.0,Servicio de Salud Concepción,Centro Comunitario de Salud Familiar Boca Sur Viejo,San Pedro de la Paz
1423,118511.0,8.0,SEREMI Del Biobío,Laboratorio Clínico Inmunomedica Ltda.,Concepción
1424,118296.0,8.0,SEREMI Del Biobío,Kiñewen Ltda.,Concepción
1425,118509.0,8.0,SEREMI Del Biobío,Laboratorio Clínico Diagonal,Concepción
1426,118506.0,8.0,SEREMI Del Biobío,Laboratorio Clínico Dr. Gustavo Torrejón Sanhueza y Cía. Ltda.,Concepción
1427,200584.0,15.0,SEREMI De Arica y Parinacota,Centro Odontológico Uno Salud Dental Arica,Arica
1428,200725.0,18.0,Servicio de Salud Concepción,Dispositivo Modular de Salud Hospital Guillermo Grant Benavente,Concepción
1429,118524.0,8.0,SEREMI Del Biobío,Centro Médico Radiológico Concepción Ltda.,Concepción
1430,118100.0,18.0,Servicio de Salud Concepción,Hospital Clínico Regional Dr. Guillermo Grant Benavente (Concepción),Concepción
1431,200031.0,8.0,SEREMI Del Biobío,Centro Médico Integramédica Bio Bio,Concepción
1432,118103.0,18.0,Servicio de Salud Concepción,Hospital Traumatológico (Concepción),Concepción
1433,118109.0,18.0,Servicio de Salud Concepción,Centro de Especialidades de Medicina Transfusional,Concepción
1434,118294.0,8.0,SEREMI Del Biobío,Centro y Médico Dental VIII Zona de Carabineros (Del Bíobío),Concepción
1435,118510.0,8.0,SEREMI Del Biobío,Laboratorio Clínico Castellón,Concepción
1436,201076.0,8.0,SEREMI Del Biobío,Vacunatorio Vaxsur SpA 1,Concepción
1437,118108.0,18.0,Servicio de Salud Concepción,Hospital San Agustín de Florida,Florida
1438,201080.0,8.0,SEREMI Del Biobío,Centro Médico COALIVI,Concepción
1439,118290.0,8.0,SEREMI Del Biobío,MegaSalud S.A. Centro Médico y Dental Concepción,Concepción
1440,118298.0,8.0,SEREMI Del Biobío,Departamento de Salud Estudiantil Universidad del Bíobío Campus Concepción,Concepción
1441,118305.0,18.0,Servicio de Salud Concepción,Centro de Salud Familiar Víctor Manuel Fernández,Concepción
1442,118206.0,8.0,SEREMI Del Biobío,Centro Clínico Militar Concepción,Concepción
1443,200150.0,18.0,Servicio de Salud Concepción,SAR Víctor Manuel Fernández,Concepción
1444,118200.0,8.0,SEREMI Del Biobío,Hospital Clínico del Sur S.A.,Concepción
1445,118252.0,8.0,SEREMI Del Biobío,Policlínico Agencia Concepción de la Asociación Chilena de Seguridad,Concepción
1446,118806.0,18.0,Servicio de Salud Concepción,SAR Tucapel,Concepción
1447,118309.0,18.0,Servicio de Salud Concepción,Centro de Salud Familiar Lorenzo Arenas,Concepción
1448,118306.0,18.0,Servicio de Salud Concepción,Centro de Salud Familiar Tucapel,Concepción
1449,118809.0,18.0,Servicio de Salud Concepción,SAPU Lorenzo Arenas,Concepción
1450,200679.0,,No Aplica,Servicio Médico Legal Concepción,Concepción
1451,200356.0,19.0,Servicio de Salud Talcahuano,Centro Diurno para Personas con Demencia,Hualpén
1452,118519.0,8.0,SEREMI Del Biobío,Hospital de Centro de Cumplimiento Penitenciario Biobío,Concepción
1453,118214.0,8.0,SEREMI Del Biobío,Centro Penitenciario,Concepción
1454,119706.0,19.0,Servicio de Salud Talcahuano,Centro Comunitario de Salud Familiar Rene Schneider,Hualpén
1455,119208.0,8.0,SEREMI Del Biobío,Clínica Andes Salud Concepción,Hualpén
1456,118291.0,8.0,SEREMI Del Biobío,Vacunatorio Clínica Universitaria de Concepción,Hualpén
1457,119709.0,19.0,Servicio de Salud Talcahuano,Centro Comunitario de Salud Familiar Leocán Portus Govinden,Hualpén
1458,119601.0,19.0,Servicio de Salud Talcahuano,COSAM Hualpén,Hualpén
1459,119809.0,19.0,Servicio de Salud Talcahuano,SAPU Talcahuano Sur,Hualpén
1460,117308.0,17.0,Servicio de Salud Ñuble,Centro de Salud Familiar San Ignacio,San Ignacio
1461,200830.0,17.0,Servicio de Salud Ñuble,SUR San Ignacio,San Ignacio
1462,119309.0,19.0,Servicio de Salud Talcahuano,Centro de Salud Familiar Talcahuano Sur,Hualpén
1463,119212.0,8.0,SEREMI Del Biobío,Clínica de Atención Ambulatoria Mutual de Seguridad CChC Hualpén,Hualpén
1464,119707.0,19.0,Servicio de Salud Talcahuano,Centro Comunitario de Salud Familiar Llafkelen,Hualpén
1465,118317.0,18.0,Servicio de Salud Concepción,Centro de Salud Familiar Santa Sabina,Concepción
1466,118817.0,18.0,Servicio de Salud Concepción,SAPU Santa Sabina,Concepción
1467,200086.0,19.0,Servicio de Salud Talcahuano,SAPU La Floresta,Hualpén
1468,119310.0,19.0,Servicio de Salud Talcahuano,Centro de Salud Familiar La Floresta,Hualpén
1469,119701.0,19.0,Servicio de Salud Talcahuano,Centro Comunitario de Salud Familiar España,Hualpén
1470,118289.0,8.0,SEREMI Del Biobío,Centro Integramédica del Trébol,Talcahuano
1471,117426.0,17.0,Servicio de Salud Ñuble,Centro Comunitario de Salud Familiar Tres Esquinas,Bulnes
1472,200283.0,19.0,Servicio de Salud Talcahuano,Centro Comunitario de Salud Familiar Parque Central,Hualpén
1473,119200.0,8.0,SEREMI Del Biobío,Hospital Instituto de Seguridad del Trabajo Talcahuano,Talcahuano
1474,119301.0,19.0,Servicio de Salud Talcahuano,Centro de Salud Familiar Hualpencillo,Hualpén
1475,119801.0,19.0,Servicio de Salud Talcahuano,SAR Hualpencillo,Hualpén
1476,200865.0,19.0,Servicio de Salud Talcahuano,SAPU Dental Hualpén,Hualpén
1477,119702.0,19.0,Servicio de Salud Talcahuano,Centro Comunitario de Salud Familiar 8 de Mayo,Talcahuano
1478,119705.0,19.0,Servicio de Salud Talcahuano,Centro Comunitario de Salud Familiar Esmeralda,Talcahuano
1479,119703.0,19.0,Servicio de Salud Talcahuano,Centro Comunitario de Salud Familiar Cosmito,Penco
1480,117469.0,17.0,Servicio de Salud Ñuble,Posta de Salud Rural Ciruelito,Pinto
1481,119207.0,8.0,SEREMI Del Biobío,Clínica Bio Bio,Talcahuano
1482,118401.0,18.0,Servicio de Salud Concepción,Posta de Salud Rural Manco,Florida
1483,118445.0,18.0,Servicio de Salud Concepción,Posta de Salud Rural Roa,Florida
1484,119307.0,19.0,Servicio de Salud Talcahuano,Centro de Salud Familiar Paulina Avendaño Pereda,Talcahuano
1485,119803.0,19.0,Servicio de Salud Talcahuano,SAPU Paulina Avendaño Pereda,Talcahuano
1486,119213.0,8.0,SEREMI Del Biobío,Laboratorio Clínico YUEN,Talcahuano
1487,117449.0,17.0,Servicio de Salud Ñuble,Posta de Salud Rural Juan Enrique Mora,Quillón
1488,119303.0,19.0,Servicio de Salud Talcahuano,Centro de Salud Familiar Alcalde Leocán Portus,Talcahuano
1489,119807.0,19.0,Servicio de Salud Talcahuano,SAPU Alcalde Leocán Portus,Talcahuano
1490,119704.0,19.0,Servicio de Salud Talcahuano,Centro Comunitario de Salud Familiar Los Forjadores,Penco
1491,119804.0,19.0,Servicio de Salud Talcahuano,SAR Penco,Penco
1492,200791.0,2.0,SEREMI De Antofagasta,Centro Odontológico Uno Salud Dental Calama,Calama
1493,200828.0,17.0,Servicio de Salud Ñuble,SUR Quillón,Quillón
1494,117306.0,17.0,Servicio de Salud Ñuble,Centro de Salud Familiar Dr. Alberto Gyhra Soto (Quillón),Quillón
1495,119216.0,8.0,SEREMI Del Biobío,Policlínico de la Asociación Chilena de Seguridad Talcahuano,Talcahuano
1496,119100.0,19.0,Servicio de Salud Talcahuano,Hospital Las Higueras (Talcahuano),Talcahuano
1497,119030.0,19.0,Servicio de Salud Talcahuano,Unidad de Salud Funcionario  S.S Talcahuano,Talcahuano
1498,119011.0,19.0,Servicio de Salud Talcahuano,PRAIS (S.S Talcahuano),Talcahuano
1499,117103.0,17.0,Servicio de Salud Ñuble,Hospital Comunitario de Salud Familiar de Bulnes,Bulnes
1500,119304.0,19.0,Servicio de Salud Talcahuano,Centro de Salud Familiar Penco,Penco
1501,119214.0,8.0,SEREMI Del Biobío,Laboratorio Clínico ITAMED,Penco
1502,119710.0,19.0,Servicio de Salud Talcahuano,Centro Comunitario de Salud Familiar Libertad Gaete,Talcahuano
1503,117407.0,17.0,Servicio de Salud Ñuble,Posta de Salud Rural Tanilvoro,Coihueco
1504,119302.0,19.0,Servicio de Salud Talcahuano,Centro de Salud Familiar San Vicente,Talcahuano
1505,119802.0,19.0,Servicio de Salud Talcahuano,SAR San Vicente,Talcahuano
1506,119711.0,19.0,Servicio de Salud Talcahuano,Centro Comunitario de Salud Familiar Los Lobos la Gloria,Talcahuano
1507,119010.0,19.0,Servicio de Salud Talcahuano,Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Talcahuano),Talcahuano
1508,119102.0,19.0,Servicio de Salud Talcahuano,Hospital Penco Lirquén,Penco
1509,119311.0,19.0,Servicio de Salud Talcahuano,Centro de Salud Familiar Lirquén,Penco
1510,119808.0,19.0,Servicio de Salud Talcahuano,Servicio de Atención Primaria de Urgencia de Alta Resolutividad (SAR),Talcahuano
1511,119308.0,19.0,Servicio de Salud Talcahuano,Centro de Salud Familiar Los Cerros,Talcahuano
1512,201018.0,19.0,Servicio de Salud Talcahuano,SAR Los Cerros,Talcahuano
1513,200624.0,19.0,Servicio de Salud Talcahuano,COSAM Los Cerros,Talcahuano
1514,200284.0,19.0,Servicio de Salud Talcahuano,Centro Comunitario de Salud Familiar Villa Centinela,Talcahuano
1515,118439.0,18.0,Servicio de Salud Concepción,Posta de Salud Rural Granerillos,Florida
1516,117317.0,17.0,Servicio de Salud Ñuble,Centro de Salud Familiar Pinto,Pinto
1517,200837.0,17.0,Servicio de Salud Ñuble,SUR Pinto,Pinto
1518,200285.0,19.0,Servicio de Salud Talcahuano,Centro Comunitario de Salud Familiar Ríos de Chile,Penco
1519,119203.0,8.0,SEREMI Del Biobío,Hospital Naval Almirante Adriazola,Talcahuano
1520,200287.0,19.0,Servicio de Salud Talcahuano,Centro Comunitario de Salud Familiar Punta de Parra,Tome
1521,117413.0,17.0,Servicio de Salud Ñuble,Posta de Salud Rural Rucapequén,Chillán Viejo
1522,117406.0,17.0,Servicio de Salud Ñuble,Posta de Salud Rural Minas del Prado,Coihueco
1523,117427.0,17.0,Servicio de Salud Ñuble,Posta de Salud Rural Nueva Aldea,Ránquil
1524,117467.0,17.0,Servicio de Salud Ñuble,Posta de Salud Rural El Caracol,San Fabián
1525,117322.0,17.0,Servicio de Salud Ñuble,Centro de Salud Familiar Quinchamalí,Chillán 
1526,117414.0,17.0,Servicio de Salud Ñuble,Posta de Salud Rural Nebuco,Chillán Viejo
1527,119400.0,19.0,Servicio de Salud Talcahuano,Posta de Salud Rural Tumbes,Talcahuano
1528,119306.0,19.0,Servicio de Salud Talcahuano,Centro de Salud Familiar Bellavista,Tome
1529,200151.0,19.0,Servicio de Salud Talcahuano,SAPU Bellavista,Tome
1530,117318.0,17.0,Servicio de Salud Ñuble,Centro de Salud Familiar Michelle Chandía Alarcón,Coihueco
1531,117331.0,17.0,Servicio de Salud Ñuble,Centro de Salud Familiar Dra. Michelle Bachelet Jeria,Chillán Viejo
1532,200718.0,17.0,Servicio de Salud Ñuble,SAR Dra. Michelle Bachelet Jeria,Chillán Viejo
1533,200820.0,16.0,SEREMI Del Ñuble,Centro de Diálisis Chillán Viejo,Chillán
1534,117828.0,17.0,Servicio de Salud Ñuble,SAPU Dr. Federico Puga,Chillán Viejo
1535,117799.0,17.0,Servicio de Salud Ñuble,Centro Comunitario de Salud Familiar Los Alpes,Chillán 
1536,117328.0,17.0,Servicio de Salud Ñuble,Centro de Salud Familiar Dr. Federico Puga,Chillán Viejo
1537,117465.0,17.0,Servicio de Salud Ñuble,Posta de Salud Rural San Ignacio Palomares,Ránquil
1538,200838.0,17.0,Servicio de Salud Ñuble,SUR Michelle Chandía Alarcón,Coihueco
1539,117702.0,17.0,Servicio de Salud Ñuble,Centro Comunitario de Salud Familiar El Roble,Chillán 
1540,117302.0,17.0,Servicio de Salud Ñuble,Centro de Salud Familiar San Ramón Nonato,Chillán 
1541,117304.0,17.0,Servicio de Salud Ñuble,Centro de Salud Familiar Isabel Riquelme,Chillán 
1542,200149.0,17.0,Servicio de Salud Ñuble,SAPU Isabel Riquelme,Chillán 
1543,117324.0,17.0,Servicio de Salud Ñuble,Centro de Salud Familiar Los Volcanes,Chillán 
1544,117824.0,17.0,Servicio de Salud Ñuble,SAPU Los Volcanes,Chillán 
1545,119708.0,19.0,Servicio de Salud Talcahuano,Centro Comunitario de Salud Familiar El Santo Esfuerzo de Todos,Tome
1546,117601.0,17.0,Servicio de Salud Ñuble,COSAM Chillán,Chillán 
1547,117330.0,17.0,Servicio de Salud Ñuble,Centro de Salud Familiar Sol de Oriente,Chillán 
1548,117202.0,16.0,SEREMI Del Ñuble,Consultorio de Salud AChS (Chillán),Chillán 
1549,117236.0,16.0,SEREMI Del Ñuble,Laboratorio Clínico Chillan Ltda.,Chillán 
1550,117225.0,16.0,SEREMI Del Ñuble,Clinica Andes Salud Chillan,Chillán 
1551,200963.0,16.0,SEREMI Del Ñuble,Vacunatorio Chillán,Chillán 
1552,200261.0,17.0,Servicio de Salud Ñuble,Centro Comunitario de Salud Familiar Doña Isabel,Chillán 
1553,119101.0,19.0,Servicio de Salud Talcahuano,Hospital de Tomé,Tome
1554,117204.0,16.0,SEREMI Del Ñuble,Centro CONIN Chillán,Chillán 
1555,117226.0,16.0,SEREMI Del Ñuble,Departamento de Salud Estudiantil Universidad del Biobío Sede Chillán,Chillán 
1556,117207.0,16.0,SEREMI Del Ñuble,Centro de Salud Mutual CChC Chillán,Chillán 
1557,117230.0,16.0,SEREMI Del Ñuble,Laboratorio Clínico Cinco de Abril,Chillán 
1558,117232.0,16.0,SEREMI Del Ñuble,Sociedad Laboratorio Folch Ltda,Chillán 
1559,200470.0,19.0,Servicio de Salud Talcahuano,Centro Comunitario de Salud Familiar Cerro Estanque,Tome
1560,117301.0,17.0,Servicio de Salud Ñuble,Centro de Salud Familiar Violeta Parra,Chillán 
1561,117801.0,17.0,Servicio de Salud Ñuble,SAR Violeta Parra,Chillán 
1562,200681.0,,No Aplica,Servicio Médico Legal Chillán,Chillán
1563,117101.0,17.0,Servicio de Salud Ñuble,Hospital Clínico Herminda Martín (Chillán),Chillán 
1564,200558.0,17.0,Servicio de Salud Ñuble,COSAM Ñuble,Chillán 
1565,117410.0,17.0,Servicio de Salud Ñuble,Posta de Salud Rural Huape,Chillán 
1566,117235.0,16.0,SEREMI Del Ñuble,Laboratorio Inmunomedica Ltda.,Chillán 
1567,117401.0,17.0,Servicio de Salud Ñuble,Posta de Salud Rural Talquipén,Coihueco
1568,117234.0,16.0,SEREMI Del Ñuble,Sociedad Laboratorio Clínico Bioclín Ltda.,Chillán 
1569,201221.0,13.0,SEREMI Metropolitana de Santiago,Centro Odontologico Uno Salud Dental Chile España ,Ñuñoa
1570,117228.0,16.0,SEREMI Del Ñuble,Soc. Lab. cl. Arauco Ltda.,Chillán 
1571,117233.0,16.0,SEREMI Del Ñuble,Laboratorio Clínico Someruno,Chillán 
1572,117238.0,16.0,SEREMI Del Ñuble,MegaSalud Chillán,Chillán 
1573,117231.0,16.0,SEREMI Del Ñuble,Laboratorio Clínico Christian Gross Ltda.,Chillán 
1574,117030.0,17.0,Servicio de Salud Ñuble,Unidad de Salud Funcionario S.S Ñuble,Chillán 
1575,117010.0,17.0,Servicio de Salud Ñuble,Actividades gestionadas por la Dirección del Servicio para apoyo de la Red (S.S de Ñuble),Chillán 
1576,117011.0,17.0,Servicio de Salud Ñuble,PRAIS (S.S Ñuble),Chillán 
1577,117224.0,16.0,SEREMI Del Ñuble,Policlínico San Martín de Porres,Chillán 
1578,117303.0,17.0,Servicio de Salud Ñuble,Centro de Salud Familiar Ultraestación Dr. Raúl San Martín González,Chillán 
1579,117803.0,17.0,Servicio de Salud Ñuble,SAPU Ultraestación,Chillán 
1580,117316.0,17.0,Servicio de Salud Ñuble,Centro de Salud Familiar Ñipas,Ránquil
1581,200836.0,17.0,Servicio de Salud Ñuble,SUR Ñipas,Ránquil
1582,117229.0,16.0,SEREMI Del Ñuble,Soc. Lab Clínico Biolab Ltda.,Chillán 
1583,200222.0,16.0,SEREMI Del Ñuble,Consultorio Santa María Josefa,Chillán 
1584,117227.0,16.0,SEREMI Del Ñuble,Consultorio de Salud Universidad de Concepción,Chillán 
