,Mes,IdServicio,IdEstablecimiento,CodigoPrestacion,IdRegion,IdComuna,1° mes,3° mes,6° mes,nombre_ss,nombre_establecimiento,nombre_comuna,Prestación,codigo_deis_establecimiento,codigo_deis_comuna,codigo_deis_servicio
132,2,14,114324,A0200001,13,13110,18,18,8,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Santa Amalia,La Florida,MENORES CONTROLADOS,114324,13110,14
133,2,14,114324,A0200002,13,13110,11,14,6,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Santa Amalia,La Florida,LACTANCIA MATERNA EXCLUSIVA,114324,13110,14
134,4,14,114334,A0200001,13,13110,14,14,9,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar José Alvo,La Florida,MENORES CONTROLADOS,114334,13110,14
135,2,11,111308,A0200001,13,13119,12,11,9,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dr. José Eduardo Ahués Salame,Maipú,MENORES CONTROLADOS,111308,13119,11
136,1,12,112319,A0200001,13,13118,4,5,3,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Alberto Hurtado,Macul,MENORES CONTROLADOS,112319,13118,12
137,1,14,114316,A0200001,13,13110,20,12,13,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Dr. Fernando Maffioletti,La Florida,MENORES CONTROLADOS,114316,13110,14
138,1,11,111304,A0200001,13,13119,15,15,9,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Maipú,Maipú,MENORES CONTROLADOS,111304,13119,11
139,2,14,114316,A0200002,13,13110,6,11,4,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Dr. Fernando Maffioletti,La Florida,LACTANCIA MATERNA EXCLUSIVA,114316,13110,14
140,1,14,114331,A0200002,13,13110,24,20,11,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Florida,La Florida,LACTANCIA MATERNA EXCLUSIVA,114331,13110,14
141,1,12,112319,A0200002,13,13118,3,4,2,Servicio de Salud Metropolitano Oriente,Centro de Salud Familiar Padre Alberto Hurtado,Macul,LACTANCIA MATERNA EXCLUSIVA,112319,13118,12
142,3,11,111382,A0200002,13,13119,15,10,10,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Presidenta Michelle Bachelet,Maipú,LACTANCIA MATERNA EXCLUSIVA,111382,13119,11
143,3,11,111380,A0200002,13,13119,10,7,8,Servicio de Salud Metropolitano Central,Centro de Salud Familiar Dr. Carlos Godoy,Maipú,LACTANCIA MATERNA EXCLUSIVA,111380,13119,11
144,4,14,114331,A0200001,13,13110,32,30,19,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Florida,La Florida,MENORES CONTROLADOS,114331,13110,14
145,5,14,202041,A0200002,13,13110,1,1,2,Servicio de Salud Metropolitano Sur Oriente,CECOSF Santa Teresa,La Florida,LACTANCIA MATERNA EXCLUSIVA,202041,13110,14
146,5,14,202041,A0200001,13,13110,1,1,3,Servicio de Salud Metropolitano Sur Oriente,CECOSF Santa Teresa,La Florida,MENORES CONTROLADOS,202041,13110,14
147,2,14,202041,A0200002,13,13110,1,2,1,Servicio de Salud Metropolitano Sur Oriente,CECOSF Santa Teresa,La Florida,LACTANCIA MATERNA EXCLUSIVA,202041,13110,14
148,4,14,202041,A0200002,13,13110,1,2,1,Servicio de Salud Metropolitano Sur Oriente,CECOSF Santa Teresa,La Florida,LACTANCIA MATERNA EXCLUSIVA,202041,13110,14
149,1,14,200475,A0200002,13,13110,0,1,0,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar Las Lomas,La Florida,LACTANCIA MATERNA EXCLUSIVA,200475,13110,14
150,1,14,200475,A0200001,13,13110,0,1,0,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar Las Lomas,La Florida,MENORES CONTROLADOS,200475,13110,14
151,4,14,200475,A0200002,13,13110,0,1,0,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar Las Lomas,La Florida,LACTANCIA MATERNA EXCLUSIVA,200475,13110,14
152,4,14,200475,A0200001,13,13110,0,1,0,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar Las Lomas,La Florida,MENORES CONTROLADOS,200475,13110,14
153,1,14,114334,A0200001,13,13110,12,7,18,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar José Alvo,La Florida,MENORES CONTROLADOS,114334,13110,14
154,2,14,114303,A0200002,13,13110,21,16,13,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Bellavista,La Florida,LACTANCIA MATERNA EXCLUSIVA,114303,13110,14
155,2,14,114303,A0200001,13,13110,29,32,23,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Bellavista,La Florida,MENORES CONTROLADOS,114303,13110,14
156,3,14,114303,A0200001,13,13110,36,32,33,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Bellavista,La Florida,MENORES CONTROLADOS,114303,13110,14
157,3,14,114324,A0200002,13,13110,17,8,11,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Santa Amalia,La Florida,LACTANCIA MATERNA EXCLUSIVA,114324,13110,14
158,3,14,114324,A0200001,13,13110,27,18,19,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Santa Amalia,La Florida,MENORES CONTROLADOS,114324,13110,14
159,5,14,114324,A0200002,13,13110,11,11,5,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Santa Amalia,La Florida,LACTANCIA MATERNA EXCLUSIVA,114324,13110,14
160,5,14,114324,A0200001,13,13110,22,17,9,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Santa Amalia,La Florida,MENORES CONTROLADOS,114324,13110,14
161,5,14,114334,A0200002,13,13110,6,3,5,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar José Alvo,La Florida,LACTANCIA MATERNA EXCLUSIVA,114334,13110,14
162,5,14,114334,A0200001,13,13110,17,12,8,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar José Alvo,La Florida,MENORES CONTROLADOS,114334,13110,14
163,3,14,114334,A0200002,13,13110,8,3,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar José Alvo,La Florida,LACTANCIA MATERNA EXCLUSIVA,114334,13110,14
164,3,14,114334,A0200001,13,13110,15,11,16,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar José Alvo,La Florida,MENORES CONTROLADOS,114334,13110,14
165,1,14,114324,A0200002,13,13110,15,9,5,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Santa Amalia,La Florida,LACTANCIA MATERNA EXCLUSIVA,114324,13110,14
166,1,14,114324,A0200001,13,13110,29,17,8,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Santa Amalia,La Florida,MENORES CONTROLADOS,114324,13110,14
167,4,14,114303,A0200002,13,13110,4,18,18,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Bellavista,La Florida,LACTANCIA MATERNA EXCLUSIVA,114303,13110,14
168,4,14,114303,A0200001,13,13110,13,28,40,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Bellavista,La Florida,MENORES CONTROLADOS,114303,13110,14
169,3,14,114303,A0200002,13,13110,14,20,13,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Bellavista,La Florida,LACTANCIA MATERNA EXCLUSIVA,114303,13110,14
170,1,14,114330,A0200002,13,13110,8,10,12,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Trinidad,La Florida,LACTANCIA MATERNA EXCLUSIVA,114330,13110,14
171,1,14,114330,A0200001,13,13110,17,16,20,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Trinidad,La Florida,MENORES CONTROLADOS,114330,13110,14
172,2,14,114330,A0200002,13,13110,8,9,9,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Trinidad,La Florida,LACTANCIA MATERNA EXCLUSIVA,114330,13110,14
173,2,14,114330,A0200001,13,13110,13,16,16,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Trinidad,La Florida,MENORES CONTROLADOS,114330,13110,14
174,4,14,114330,A0200002,13,13110,3,11,9,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Trinidad,La Florida,LACTANCIA MATERNA EXCLUSIVA,114330,13110,14
175,4,14,114330,A0200001,13,13110,12,15,13,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Trinidad,La Florida,MENORES CONTROLADOS,114330,13110,14
176,3,14,114330,A0200002,13,13110,8,13,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Trinidad,La Florida,LACTANCIA MATERNA EXCLUSIVA,114330,13110,14
177,3,14,114330,A0200001,13,13110,13,21,20,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Trinidad,La Florida,MENORES CONTROLADOS,114330,13110,14
178,5,14,114330,A0200001,13,13110,11,19,13,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Trinidad,La Florida,MENORES CONTROLADOS,114330,13110,14
179,5,14,114330,A0200002,13,13110,8,9,7,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Trinidad,La Florida,LACTANCIA MATERNA EXCLUSIVA,114330,13110,14
180,2,14,114302,A0200001,13,13110,6,5,12,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida,MENORES CONTROLADOS,114302,13110,14
181,1,14,114305,A0200002,13,13110,14,17,11,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Quillayes,La Florida,LACTANCIA MATERNA EXCLUSIVA,114305,13110,14
182,1,14,114305,A0200001,13,13110,20,25,20,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Quillayes,La Florida,MENORES CONTROLADOS,114305,13110,14
183,1,14,114304,A0200002,13,13110,14,8,14,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Villa O'Higgins,La Florida,LACTANCIA MATERNA EXCLUSIVA,114304,13110,14
184,1,14,114304,A0200001,13,13110,22,15,27,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Villa O'Higgins,La Florida,MENORES CONTROLADOS,114304,13110,14
185,3,14,114304,A0200002,13,13110,18,8,17,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Villa O'Higgins,La Florida,LACTANCIA MATERNA EXCLUSIVA,114304,13110,14
186,3,14,114305,A0200002,13,13110,23,12,6,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Quillayes,La Florida,LACTANCIA MATERNA EXCLUSIVA,114305,13110,14
187,1,14,114302,A0200002,13,13110,7,8,5,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida,LACTANCIA MATERNA EXCLUSIVA,114302,13110,14
188,1,14,114302,A0200001,13,13110,11,13,8,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida,MENORES CONTROLADOS,114302,13110,14
189,2,14,114302,A0200002,13,13110,6,5,6,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida,LACTANCIA MATERNA EXCLUSIVA,114302,13110,14
190,2,14,114305,A0200002,13,13110,13,12,7,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Quillayes,La Florida,LACTANCIA MATERNA EXCLUSIVA,114305,13110,14
191,2,14,114305,A0200001,13,13110,22,20,13,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Quillayes,La Florida,MENORES CONTROLADOS,114305,13110,14
192,2,14,114304,A0200002,13,13110,12,10,11,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Villa O'Higgins,La Florida,LACTANCIA MATERNA EXCLUSIVA,114304,13110,14
193,2,14,114304,A0200001,13,13110,23,17,25,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Villa O'Higgins,La Florida,MENORES CONTROLADOS,114304,13110,14
194,5,14,114302,A0200002,13,13110,5,7,6,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida,LACTANCIA MATERNA EXCLUSIVA,114302,13110,14
195,5,14,114302,A0200001,13,13110,8,10,9,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida,MENORES CONTROLADOS,114302,13110,14
196,5,14,114304,A0200002,13,13110,13,18,18,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Villa O'Higgins,La Florida,LACTANCIA MATERNA EXCLUSIVA,114304,13110,14
197,5,14,114305,A0200002,13,13110,12,20,9,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Quillayes,La Florida,LACTANCIA MATERNA EXCLUSIVA,114305,13110,14
198,5,14,114305,A0200001,13,13110,18,28,16,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Quillayes,La Florida,MENORES CONTROLADOS,114305,13110,14
199,3,14,114305,A0200001,13,13110,31,23,11,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Quillayes,La Florida,MENORES CONTROLADOS,114305,13110,14
200,3,14,114304,A0200001,13,13110,20,11,33,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Villa O'Higgins,La Florida,MENORES CONTROLADOS,114304,13110,14
201,4,14,114302,A0200002,13,13110,7,8,6,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida,LACTANCIA MATERNA EXCLUSIVA,114302,13110,14
202,4,14,114302,A0200001,13,13110,11,11,9,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida,MENORES CONTROLADOS,114302,13110,14
203,4,14,114304,A0200002,13,13110,13,8,8,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Villa O'Higgins,La Florida,LACTANCIA MATERNA EXCLUSIVA,114304,13110,14
204,4,14,114304,A0200001,13,13110,21,17,17,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Villa O'Higgins,La Florida,MENORES CONTROLADOS,114304,13110,14
205,4,14,114305,A0200002,13,13110,17,10,16,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Quillayes,La Florida,LACTANCIA MATERNA EXCLUSIVA,114305,13110,14
206,4,14,114305,A0200001,13,13110,26,25,21,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Quillayes,La Florida,MENORES CONTROLADOS,114305,13110,14
207,3,14,114302,A0200002,13,13110,7,7,5,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida,LACTANCIA MATERNA EXCLUSIVA,114302,13110,14
208,3,14,114302,A0200001,13,13110,11,10,8,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida,MENORES CONTROLADOS,114302,13110,14
209,1,14,114325,A0200002,13,13111,14,5,8,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Granja Sur,La Granja,LACTANCIA MATERNA EXCLUSIVA,114325,13111,14
210,1,14,114325,A0200001,13,13111,17,12,15,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Granja Sur,La Granja,MENORES CONTROLADOS,114325,13111,14
211,3,14,114325,A0200002,13,13111,6,9,13,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Granja Sur,La Granja,LACTANCIA MATERNA EXCLUSIVA,114325,13111,14
212,3,14,114325,A0200001,13,13111,12,20,26,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Granja Sur,La Granja,MENORES CONTROLADOS,114325,13111,14
213,2,14,114325,A0200002,13,13111,7,5,9,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Granja Sur,La Granja,LACTANCIA MATERNA EXCLUSIVA,114325,13111,14
214,2,14,114325,A0200001,13,13111,13,10,19,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Granja Sur,La Granja,MENORES CONTROLADOS,114325,13111,14
215,4,14,114325,A0200001,13,13111,13,12,10,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Granja Sur,La Granja,MENORES CONTROLADOS,114325,13111,14
216,4,14,114325,A0200002,13,13111,9,5,3,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Granja Sur,La Granja,LACTANCIA MATERNA EXCLUSIVA,114325,13111,14
217,5,14,114325,A0200002,13,13111,20,6,2,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Granja Sur,La Granja,LACTANCIA MATERNA EXCLUSIVA,114325,13111,14
218,5,14,114325,A0200001,13,13111,24,13,9,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Granja Sur,La Granja,MENORES CONTROLADOS,114325,13111,14
219,1,14,113307,A0200001,13,13111,16,10,1,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Padre Esteban Gumucio Vives,La Granja,MENORES CONTROLADOS,113307,13111,14
220,1,14,113307,A0200002,13,13111,11,5,1,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Padre Esteban Gumucio Vives,La Granja,LACTANCIA MATERNA EXCLUSIVA,113307,13111,14
221,2,14,114315,A0200002,13,13111,7,2,3,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Malaquías Concha,La Granja,LACTANCIA MATERNA EXCLUSIVA,114315,13111,14
222,2,14,114315,A0200001,13,13111,10,9,9,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Malaquías Concha,La Granja,MENORES CONTROLADOS,114315,13111,14
223,3,14,113307,A0200002,13,13111,7,2,5,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Padre Esteban Gumucio Vives,La Granja,LACTANCIA MATERNA EXCLUSIVA,113307,13111,14
224,3,14,113307,A0200001,13,13111,7,2,8,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Padre Esteban Gumucio Vives,La Granja,MENORES CONTROLADOS,113307,13111,14
225,2,14,113307,A0200001,13,13111,6,9,6,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Padre Esteban Gumucio Vives,La Granja,MENORES CONTROLADOS,113307,13111,14
226,1,14,114315,A0200002,13,13111,,4,5,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Malaquías Concha,La Granja,LACTANCIA MATERNA EXCLUSIVA,114315,13111,14
227,1,14,114315,A0200001,13,13111,5,9,8,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Malaquías Concha,La Granja,MENORES CONTROLADOS,114315,13111,14
228,2,14,113307,A0200002,13,13111,2,3,3,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Padre Esteban Gumucio Vives,La Granja,LACTANCIA MATERNA EXCLUSIVA,113307,13111,14
229,4,14,114315,A0200002,13,13111,5,9,5,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Malaquías Concha,La Granja,LACTANCIA MATERNA EXCLUSIVA,114315,13111,14
230,4,14,114315,A0200001,13,13111,7,15,12,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Malaquías Concha,La Granja,MENORES CONTROLADOS,114315,13111,14
231,3,14,114315,A0200002,13,13111,13,1,7,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Malaquías Concha,La Granja,LACTANCIA MATERNA EXCLUSIVA,114315,13111,14
232,3,14,114315,A0200001,13,13111,16,7,9,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Malaquías Concha,La Granja,MENORES CONTROLADOS,114315,13111,14
233,4,14,113307,A0200002,13,13111,7,2,3,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Padre Esteban Gumucio Vives,La Granja,LACTANCIA MATERNA EXCLUSIVA,113307,13111,14
234,4,14,113307,A0200001,13,13111,8,6,9,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Padre Esteban Gumucio Vives,La Granja,MENORES CONTROLADOS,113307,13111,14
235,5,14,114315,A0200002,13,13111,2,7,5,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Malaquías Concha,La Granja,LACTANCIA MATERNA EXCLUSIVA,114315,13111,14
236,5,14,114315,A0200001,13,13111,6,11,11,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Malaquías Concha,La Granja,MENORES CONTROLADOS,114315,13111,14
237,5,14,113307,A0200001,13,13111,11,8,7,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Padre Esteban Gumucio Vives,La Granja,MENORES CONTROLADOS,113307,13111,14
238,5,14,113307,A0200002,13,13111,6,5,6,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Padre Esteban Gumucio Vives,La Granja,LACTANCIA MATERNA EXCLUSIVA,113307,13111,14
239,2,14,114706,A0200001,13,13111,,,2,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar Millalemu,La Granja,MENORES CONTROLADOS,114706,13111,14
240,1,14,114706,A0200002,13,13111,1,1,1,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar Millalemu,La Granja,LACTANCIA MATERNA EXCLUSIVA,114706,13111,14
241,1,14,114706,A0200001,13,13111,,,4,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar Millalemu,La Granja,MENORES CONTROLADOS,114706,13111,14
242,3,14,114706,A0200002,13,13111,1,1,0,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar Millalemu,La Granja,LACTANCIA MATERNA EXCLUSIVA,114706,13111,14
243,3,14,114706,A0200001,13,13111,1,1,2,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar Millalemu,La Granja,MENORES CONTROLADOS,114706,13111,14
244,4,14,114706,A0200002,13,13111,3,,,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar Millalemu,La Granja,LACTANCIA MATERNA EXCLUSIVA,114706,13111,14
245,4,14,114706,A0200001,13,13111,3,,2,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar Millalemu,La Granja,MENORES CONTROLADOS,114706,13111,14
246,5,14,114706,A0200002,13,13111,,2,,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar Millalemu,La Granja,LACTANCIA MATERNA EXCLUSIVA,114706,13111,14
247,5,14,114706,A0200001,13,13111,,2,1,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar Millalemu,La Granja,MENORES CONTROLADOS,114706,13111,14
248,4,14,114796,A0200002,13,13111,1,2,0,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar San Gregorio,La Granja,LACTANCIA MATERNA EXCLUSIVA,114796,13111,14
249,4,14,114796,A0200001,13,13111,1,2,0,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar San Gregorio,La Granja,MENORES CONTROLADOS,114796,13111,14
250,2,14,114796,A0200001,13,13111,,2,5,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar San Gregorio,La Granja,MENORES CONTROLADOS,114796,13111,14
251,3,14,114796,A0200002,13,13111,2,1,3,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar San Gregorio,La Granja,LACTANCIA MATERNA EXCLUSIVA,114796,13111,14
252,3,14,114796,A0200001,13,13111,7,2,4,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar San Gregorio,La Granja,MENORES CONTROLADOS,114796,13111,14
253,2,14,114796,A0200002,13,13111,0,1,2,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar San Gregorio,La Granja,LACTANCIA MATERNA EXCLUSIVA,114796,13111,14
254,5,14,114796,A0200002,13,13111,,1,0,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar San Gregorio,La Granja,LACTANCIA MATERNA EXCLUSIVA,114796,13111,14
255,5,14,114796,A0200001,13,13111,,5,3,Servicio de Salud Metropolitano Sur Oriente,Centro Comunitario de Salud Familiar San Gregorio,La Granja,MENORES CONTROLADOS,114796,13111,14
256,3,14,114306,A0200002,13,13111,4,7,6,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar La Granja,La Granja,LACTANCIA MATERNA EXCLUSIVA,114306,13111,14
