,descripcion_prestacion,Mes,IdServicio,Ano,IdEstablecimiento,CodigoPrestacion,IdRegion,IdComuna,TOTAL,De 0 a 29 días,De 1 mes a 2 meses 29 días,De 3 meses a 5 meses 29 días,De 6 meses a 11 meses 29 días,De 1 a 2 años,Gestantes,Pueblos Originarios,Migrantes,nombre_ss,nombre_establecimiento,nombre_comuna
5269475,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,8,14,2024,114330,09600289,13,13110,17.0,5.0,5.0,3.0,1.0,3.0,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Trinidad,La Florida
5269476,Consulta de Lactancia por profesional  - Enfermera/o,8,14,2024,114330,04040425,13,13110,10.0,2.0,6.0,1.0,1.0,,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Trinidad,La Florida
5269477,Consulta de Lactancia por profesional  - Nutricionista ,8,14,2024,114330,04040426,13,13110,29.0,8.0,11.0,6.0,1.0,3.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Trinidad,La Florida
5269855,Consulta de Lactancia - Consulta Lactancia Materna de alerta,4,14,2024,114330,04040420,13,13110,12.0,4.0,4.0,1.0,3.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Trinidad,La Florida
5269856,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,4,14,2024,114330,04040421,13,13110,5.0,1.0,1.0,2.0,1.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Trinidad,La Florida
5269857,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,4,14,2024,114330,09600289,13,13110,12.0,4.0,6.0,1.0,1.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Trinidad,La Florida
5269858,Consulta de Lactancia por profesional  - Matrona/ón,4,14,2024,114330,04040424,13,13110,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Trinidad,La Florida
5269859,Consulta de Lactancia por profesional  - Enfermera/o,4,14,2024,114330,04040425,13,13110,6.0,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Trinidad,La Florida
5269860,Consulta de Lactancia por profesional  - Nutricionista ,4,14,2024,114330,04040426,13,13110,22.0,6.0,11.0,2.0,3.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Trinidad,La Florida
5270160,Consulta de Lactancia - Consulta Lactancia Materna de alerta,11,14,2024,114330,04040420,13,13110,8.0,5.0,2.0,1.0,,,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Trinidad,La Florida
5270161,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,11,14,2024,114330,04040421,13,13110,4.0,,4.0,,,,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Trinidad,La Florida
5270162,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,11,14,2024,114330,09600289,13,13110,13.0,8.0,3.0,2.0,,,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Trinidad,La Florida
5270163,Consulta de Lactancia por profesional  - Enfermera/o,11,14,2024,114330,04040425,13,13110,13.0,6.0,6.0,1.0,,,0.0,0.0,2.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Trinidad,La Florida
5270164,Consulta de Lactancia por profesional  - Nutricionista ,11,14,2024,114330,04040426,13,13110,12.0,7.0,3.0,2.0,,,0.0,0.0,1.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Trinidad,La Florida
5270806,Consulta de Lactancia - Consulta Lactancia Materna de alerta,12,14,2024,114330,04040420,13,13110,5.0,2.0,3.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Trinidad,La Florida
5270807,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,12,14,2024,114330,04040421,13,13110,8.0,0.0,4.0,4.0,0.0,0.0,,0.0,1.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Trinidad,La Florida
5270808,Consulta de Lactancia - Otras consultas de Lactancia Materna,12,14,2024,114330,09600287,13,13110,7.0,2.0,0.0,4.0,1.0,0.0,,0.0,1.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Trinidad,La Florida
5270811,Consulta de Lactancia por profesional  - Matrona/ón,12,14,2024,114330,04040424,13,13110,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Trinidad,La Florida
5270812,Consulta de Lactancia por profesional  - Enfermera/o,12,14,2024,114330,04040425,13,13110,9.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,1.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Trinidad,La Florida
5270813,Consulta de Lactancia por profesional  - Nutricionista ,12,14,2024,114330,04040426,13,13110,10.0,1.0,1.0,7.0,1.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Trinidad,La Florida
5271420,Consulta de Lactancia - Consulta Lactancia Materna de alerta,10,14,2024,114330,04040420,13,13110,21.0,14.0,5.0,1.0,1.0,,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Trinidad,La Florida
5271421,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,14,2024,114330,04040421,13,13110,14.0,2.0,9.0,3.0,,,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Trinidad,La Florida
5271422,Consulta de Lactancia por profesional  - Enfermera/o,10,14,2024,114330,04040425,13,13110,14.0,8.0,5.0,,1.0,,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Trinidad,La Florida
5271423,Consulta de Lactancia por profesional  - Nutricionista ,10,14,2024,114330,04040426,13,13110,21.0,8.0,9.0,4.0,,,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Trinidad,La Florida
5271869,Consulta de Lactancia - Consulta Lactancia Materna de alerta,4,14,2024,114304,04040420,13,13110,4.0,2.0,2.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Villa O'Higgins,La Florida
5271870,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,4,14,2024,114304,04040421,13,13110,20.0,3.0,9.0,8.0,0.0,0.0,,1.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Villa O'Higgins,La Florida
5271892,Consulta de Lactancia - Otras consultas de Lactancia Materna,4,14,2024,114304,09600287,13,13110,25.0,7.0,6.0,9.0,2.0,1.0,,1.0,2.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Villa O'Higgins,La Florida
5271893,Consulta de Lactancia por profesional  - Enfermera/o,4,14,2024,114304,04040425,13,13110,35.0,8.0,9.0,15.0,2.0,1.0,0.0,0.0,2.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Villa O'Higgins,La Florida
5271894,Consulta de Lactancia por profesional  - Nutricionista ,4,14,2024,114304,04040426,13,13110,14.0,4.0,8.0,2.0,0.0,0.0,0.0,2.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Villa O'Higgins,La Florida
5272152,Consulta de Lactancia por profesional  - Nutricionista ,6,14,2024,114302,04040426,13,13110,7.0,0.0,2.0,3.0,1.0,1.0,0.0,1.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5272230,Consulta de Lactancia - Consulta Lactancia Materna de alerta,6,14,2024,114302,04040420,13,13110,5.0,2.0,3.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5272231,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,6,14,2024,114302,04040421,13,13110,4.0,1.0,1.0,2.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5272232,Consulta de Lactancia - Otras consultas de Lactancia Materna,6,14,2024,114302,09600287,13,13110,23.0,6.0,9.0,4.0,3.0,1.0,,1.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5272233,Consulta de Lactancia por profesional  - Matrona/ón,6,14,2024,114302,04040424,13,13110,10.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5272234,Consulta de Lactancia por profesional  - Enfermera/o,6,14,2024,114302,04040425,13,13110,15.0,4.0,6.0,3.0,2.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5272814,Consulta de Lactancia por profesional  - Matrona/ón,1,14,2024,114302,04040424,13,13110,12.0,3.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5272815,Consulta de Lactancia por profesional  - Enfermera/o,1,14,2024,114302,04040425,13,13110,7.0,2.0,2.0,2.0,1.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5272816,Consulta de Lactancia por profesional  - Nutricionista ,1,14,2024,114302,04040426,13,13110,5.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5273008,Consulta de Lactancia - Consulta Lactancia Materna de alerta,4,14,2024,114305,04040420,13,13110,11.0,4.0,6.0,1.0,,,,1.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Quillayes,La Florida
5273009,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,4,14,2024,114305,04040421,13,13110,35.0,16.0,15.0,2.0,2.0,,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Quillayes,La Florida
5273110,Consulta de Lactancia - Consulta Lactancia Materna de alerta,6,14,2024,114305,04040420,13,13110,7.0,3.0,4.0,,,,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Quillayes,La Florida
5273111,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,6,14,2024,114305,04040421,13,13110,20.0,7.0,13.0,,,,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Quillayes,La Florida
5273112,Consulta de Lactancia - Otras consultas de Lactancia Materna,6,14,2024,114305,09600287,13,13110,8.0,4.0,4.0,,,,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Quillayes,La Florida
5273113,Consulta de Lactancia por profesional  - Enfermera/o,6,14,2024,114305,04040425,13,13110,16.0,8.0,5.0,3.0,0.0,0.0,0.0,1.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Quillayes,La Florida
5273114,Consulta de Lactancia por profesional  - Nutricionista ,6,14,2024,114305,04040426,13,13110,25.0,8.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Quillayes,La Florida
5273233,Consulta de Lactancia - Otras consultas de Lactancia Materna,4,14,2024,114305,09600287,13,13110,9.0,4.0,3.0,1.0,1.0,,,1.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Quillayes,La Florida
5273234,Consulta de Lactancia por profesional  - Enfermera/o,4,14,2024,114305,04040425,13,13110,20.0,6.0,13.0,,1.0,,0.0,1.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Quillayes,La Florida
5273235,Consulta de Lactancia por profesional  - Nutricionista ,4,14,2024,114305,04040426,13,13110,35.0,18.0,11.0,4.0,2.0,,0.0,1.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Quillayes,La Florida
5273294,Consulta de Lactancia - Consulta Lactancia Materna de alerta,2,14,2024,114304,04040420,13,13110,9.0,3.0,2.0,4.0,0.0,0.0,,1.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Villa O'Higgins,La Florida
5273295,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,2,14,2024,114304,04040421,13,13110,25.0,1.0,14.0,9.0,1.0,0.0,,1.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Villa O'Higgins,La Florida
5273296,Consulta de Lactancia - Otras consultas de Lactancia Materna,2,14,2024,114304,09600287,13,13110,30.0,5.0,17.0,7.0,1.0,0.0,,1.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Villa O'Higgins,La Florida
5273297,Consulta de Lactancia por profesional  - Enfermera/o,2,14,2024,114304,04040425,13,13110,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Villa O'Higgins,La Florida
5273298,Consulta de Lactancia por profesional  - Nutricionista ,2,14,2024,114304,04040426,13,13110,63.0,9.0,32.0,20.0,2.0,0.0,0.0,3.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Villa O'Higgins,La Florida
5273332,Consulta de Lactancia - Consulta Lactancia Materna de alerta,2,14,2024,114302,04040420,13,13110,3.0,0.0,1.0,1.0,1.0,0.0,,0.0,1.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5273333,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,2,14,2024,114302,04040421,13,13110,1.0,0.0,0.0,1.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5273334,Consulta de Lactancia - Otras consultas de Lactancia Materna,2,14,2024,114302,09600287,13,13110,23.0,5.0,10.0,1.0,6.0,1.0,,3.0,2.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5273335,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,2,14,2024,114302,09600289,13,13110,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5273339,Consulta de Lactancia por profesional  - Médico/a,2,14,2024,114302,04040423,13,13110,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5273340,Consulta de Lactancia por profesional  - Matrona/ón,2,14,2024,114302,04040424,13,13110,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5273341,Consulta de Lactancia por profesional  - Enfermera/o,2,14,2024,114302,04040425,13,13110,21.0,4.0,10.0,2.0,5.0,0.0,0.0,1.0,3.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5273342,Consulta de Lactancia por profesional  - Nutricionista ,2,14,2024,114302,04040426,13,13110,4.0,0.0,0.0,1.0,2.0,1.0,0.0,2.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5273689,Consulta de Lactancia - Consulta Lactancia Materna de alerta,2,14,2024,114305,04040420,13,13110,6.0,0.0,0.0,3.0,3.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Quillayes,La Florida
5273690,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,2,14,2024,114305,04040421,13,13110,16.0,10.0,2.0,4.0,0.0,0.0,,1.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Quillayes,La Florida
5273691,Consulta de Lactancia - Otras consultas de Lactancia Materna,2,14,2024,114305,09600287,13,13110,15.0,9.0,4.0,1.0,1.0,0.0,,1.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Quillayes,La Florida
5273779,Consulta de Lactancia por profesional  - Enfermera/o,2,14,2024,114305,04040425,13,13110,22.0,11.0,3.0,4.0,4.0,0.0,0.0,1.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Quillayes,La Florida
5273780,Consulta de Lactancia por profesional  - Nutricionista ,2,14,2024,114305,04040426,13,13110,17.0,8.0,3.0,3.0,3.0,0.0,0.0,1.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Quillayes,La Florida
5273881,Consulta de Lactancia - Consulta Lactancia Materna de alerta,10,14,2024,114302,04040420,13,13110,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5273882,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,10,14,2024,114302,04040421,13,13110,2.0,1.0,1.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5273883,Consulta de Lactancia - Otras consultas de Lactancia Materna,10,14,2024,114302,09600287,13,13110,16.0,5.0,9.0,2.0,0.0,0.0,,1.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5274867,Consulta de Lactancia por profesional  - Matrona/ón,7,14,2024,114302,04040424,13,13110,12.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5274886,Consulta de Lactancia por profesional  - Enfermera/o,7,14,2024,114302,04040425,13,13110,26.0,6.0,12.0,7.0,1.0,0.0,0.0,2.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5274887,Consulta de Lactancia por profesional  - Nutricionista ,7,14,2024,114302,04040426,13,13110,5.0,2.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5275190,Consulta de Lactancia - Consulta Lactancia Materna de alerta,5,14,2024,114304,04040420,13,13110,1.0,1.0,0.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Villa O'Higgins,La Florida
5275191,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,5,14,2024,114304,04040421,13,13110,13.0,1.0,7.0,5.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Villa O'Higgins,La Florida
5275192,Consulta de Lactancia - Otras consultas de Lactancia Materna,5,14,2024,114304,09600287,13,13110,15.0,7.0,4.0,4.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Villa O'Higgins,La Florida
5275193,Consulta de Lactancia por profesional  - Enfermera/o,5,14,2024,114304,04040425,13,13110,5.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Villa O'Higgins,La Florida
5275194,Consulta de Lactancia por profesional  - Nutricionista ,5,14,2024,114304,04040426,13,13110,24.0,8.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Villa O'Higgins,La Florida
5275598,Consulta de Lactancia - Consulta Lactancia Materna de alerta,7,14,2024,114302,04040420,13,13110,3.0,3.0,0.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5275599,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,7,14,2024,114302,04040421,13,13110,8.0,3.0,5.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5275600,Consulta de Lactancia - Otras consultas de Lactancia Materna,7,14,2024,114302,09600287,13,13110,35.0,11.0,13.0,9.0,2.0,0.0,,2.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5275601,Consulta de Lactancia por profesional  - Médico/a,7,14,2024,114302,04040423,13,13110,3.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5275777,Consulta de Lactancia - Consulta Lactancia Materna de alerta,8,14,2024,114302,04040420,13,13110,3.0,2.0,1.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5275778,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,8,14,2024,114302,04040421,13,13110,1.0,0.0,1.0,0.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5275779,Consulta de Lactancia - Otras consultas de Lactancia Materna,8,14,2024,114302,09600287,13,13110,32.0,5.0,11.0,15.0,1.0,0.0,,2.0,3.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5275780,Consulta de Lactancia por profesional  - Médico/a,8,14,2024,114302,04040423,13,13110,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5275781,Consulta de Lactancia por profesional  - Matrona/ón,8,14,2024,114302,04040424,13,13110,7.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5275782,Consulta de Lactancia por profesional  - Enfermera/o,8,14,2024,114302,04040425,13,13110,24.0,4.0,9.0,10.0,1.0,0.0,0.0,2.0,3.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5275783,Consulta de Lactancia por profesional  - Nutricionista ,8,14,2024,114302,04040426,13,13110,4.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5275913,Consulta de Lactancia - Consulta Lactancia Materna de alerta,3,14,2024,114302,04040420,13,13110,8.0,2.0,2.0,2.0,2.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5275914,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,3,14,2024,114302,04040421,13,13110,8.0,2.0,2.0,2.0,2.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5275915,Consejería de Lactancia - Consejería posnatal en Lactancia Materna,3,14,2024,114302,09600289,13,13110,16.0,4.0,4.0,4.0,4.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5275916,Consulta de Lactancia por profesional  - Médico/a,3,14,2024,114302,04040423,13,13110,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5275917,Consulta de Lactancia por profesional  - Enfermera/o,3,14,2024,114302,04040425,13,13110,15.0,4.0,4.0,3.0,4.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5277491,Consulta de Lactancia - Consulta Lactancia Materna de alerta,5,14,2024,114302,04040420,13,13110,6.0,3.0,3.0,0.0,0.0,0.0,,2.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5277492,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,5,14,2024,114302,04040421,13,13110,6.0,6.0,0.0,0.0,0.0,0.0,,1.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5277493,Consulta de Lactancia - Otras consultas de Lactancia Materna,5,14,2024,114302,09600287,13,13110,27.0,11.0,8.0,7.0,1.0,0.0,,3.0,1.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5277494,Consulta de Lactancia por profesional  - Médico/a,5,14,2024,114302,04040423,13,13110,7.0,2.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5277495,Consulta de Lactancia por profesional  - Matrona/ón,5,14,2024,114302,04040424,13,13110,19.0,17.0,2.0,0.0,0.0,0.0,0.0,6.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5277496,Consulta de Lactancia por profesional  - Enfermera/o,5,14,2024,114302,04040425,13,13110,8.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5277497,Consulta de Lactancia por profesional  - Nutricionista ,5,14,2024,114302,04040426,13,13110,5.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5277713,Consulta de Lactancia por profesional  - Médico/a,10,14,2024,114302,04040423,13,13110,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5277714,Consulta de Lactancia por profesional  - Matrona/ón,10,14,2024,114302,04040424,13,13110,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5277715,Consulta de Lactancia por profesional  - Enfermera/o,10,14,2024,114302,04040425,13,13110,17.0,5.0,10.0,2.0,0.0,0.0,0.0,1.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Castaños,La Florida
5277742,Consulta de Lactancia - Consulta Lactancia Materna de alerta,3,14,2024,114304,04040420,13,13110,6.0,3.0,2.0,1.0,0.0,0.0,,1.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Villa O'Higgins,La Florida
5277743,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,3,14,2024,114304,04040421,13,13110,17.0,2.0,11.0,3.0,1.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Villa O'Higgins,La Florida
5277952,Consulta de Lactancia - Consulta Lactancia Materna de alerta,3,14,2024,114305,04040420,13,13110,16.0,9.0,6.0,1.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Quillayes,La Florida
5277953,Consulta de Lactancia - Consulta de Lactancia Materna de seguimiento,3,14,2024,114305,04040421,13,13110,23.0,11.0,8.0,4.0,0.0,0.0,,0.0,0.0,Servicio de Salud Metropolitano Sur Oriente,Centro de Salud Familiar Los Quillayes,La Florida
